[Video Information]
y: 105
width: 33
height: 80

Frame: 1677
x: 438
y: 105
width: 33
height: 80

Frame: 1678
x: 439
y: 105
width: 33
height: 80

Frame: 1679
x: 444
y: 107
width: 32
height: 88

Frame: 1680
x: 447
y: 107
width: 32
height: 88

Frame: 1681
x: 449
y: 108
width: 32
height: 88

Frame: 1682
x: 457
y: 108
width: 24
height: 88

Frame: 1683
x: 458
y: 108
width: 23
height: 88

Object Number #104
Region Description:
Region 104
Start Frame:1651
End Frame:1694
Region Descriptors (0):
Region frames data
Frame: 1651
x: 331
y: 92
width: 26
height: 74

Frames: 1652 to 1653
x: 332
y: 92
width: 26
height: 74

Frame: 1654
x: 337
y: 93
width: 26
height: 74

Frame: 1655
x: 340
y: 94
width: 26
height: 74

Frame: 1656
x: 342
y: 95
width: 26
height: 74

Frame: 1657
x: 343
y: 96
width: 26
height: 74

Frame: 1658
x: 344
y: 96
width: 26
height: 74

Frame: 1659
x: 345
y: 96
width: 28
height: 78

Frame: 1660
x: 347
y: 97
width: 28
height: 78

Frame: 1661
x: 351
y: 98
width: 28
height: 78

Frame: 1662
x: 352
y: 98
width: 28
height: 78

Frame: 1663
x: 352
y: 98
width: 32
height: 83

Frame: 1664
x: 353
y: 98
width: 32
height: 83

Frame: 1665
x: 356
y: 98
width: 32
height: 83

Frame: 1666
x: 358
y: 98
width: 32
height: 83

Frame: 1667
x: 359
y: 94
width: 32
height: 88

Frame: 1668
x: 361
y: 95
width: 32
height: 88

Frame: 1669
x: 362
y: 96
width: 32
height: 88

Frame: 1670
x: 366
y: 98
width: 32
height: 88

Frame: 1671
x: 366
y: 98
width: 35
height: 92

Frame: 1672
x: 370
y: 99
width: 35
height: 92

Frame: 1673
x: 372
y: 99
width: 35
height: 92

Frame: 1674
x: 373
y: 92
width: 38
height: 100

Frames: 1675 to 1676
x: 372
y: 98
width: 38
height: 100

Frame: 1677
x: 374
y: 99
width: 38
height: 100

Frame: 1678
x: 378
y: 99
width: 42
height: 107

Frame: 1679
x: 382
y: 100
width: 42
height: 107

Frame: 1680
x: 384
y: 100
width: 42
height: 107

Frame: 1681
x: 384
y: 93
width: 42
height: 114

Frame: 1682
x: 384
y: 94
width: 42
height: 114

Frame: 1683
x: 386
y: 96
width: 42
height: 114

Frame: 1684
x: 390
y: 98
width: 42
height: 114

Frame: 1685
x: 395
y: 101
width: 42
height: 114

Frame: 1686
x: 398
y: 104
width: 48
height: 122

Frame: 1687
x: 404
y: 104
width: 48
height: 122

Frame: 1688
x: 413
y: 104
width: 48
height: 122

Frame: 1689
x: 416
y: 95
width: 55
height: 132

Frame: 1690
x: 422
y: 97
width: 55
height: 132

Frame: 1691
x: 423
y: 97
width: 55
height: 132

Frame: 1692
x: 429
y: 98
width: 50
height: 132

Frame: 1693
x: 437
y: 98
width: 42
height: 132

Frame: 1694
x: 453
y: 98
width: 26
height: 132

Object Number #105
Region Description:
Region 105
Start Frame:1654
End Frame:1699
Region Descriptors (0):
Region frames data
Frames: 1654 to 1656
x: 340
y: 94
width: 26
height: 64

Frame: 1657
x: 342
y: 96
width: 26
height: 64

Frame: 1658
x: 342
y: 97
width: 26
height: 64

Frame: 1659
x: 347
y: 98
width: 26
height: 64

Frame: 1660
x: 350
y: 99
width: 26
height: 64

Frame: 1661
x: 351
y: 100
width: 26
height: 64

Frame: 1662
x: 352
y: 101
width: 26
height: 64

Frame: 1663
x: 354
y: 101
width: 26
height: 64

Frame: 1664
x: 355
y: 102
width: 26
height: 64

Frame: 1665
x: 358
y: 102
width: 26
height: 64

Frame: 1666
x: 359
y: 102
width: 26
height: 64

Frame: 1667
x: 360
y: 103
width: 26
height: 64

Frame: 1668
x: 362
y: 103
width: 26
height: 64

Frame: 1669
x: 363
y: 103
width: 26
height: 64

Frames: 1670 to 1671
x: 364
y: 103
width: 26
height: 64

Frame: 1672
x: 368
y: 103
width: 33
height: 75

Frame: 1673
x: 374
y: 103
width: 33
height: 75

Frame: 1674
x: 376
y: 103
width: 33
height: 75

Frame: 1675
x: 378
y: 104
width: 33
height: 75

Frames: 1676 to 1677
x: 378
y: 105
width: 33
height: 75

Frames: 1678 to 1679
x: 380
y: 104
width: 34
height: 79

Frames: 1680 to 1681
x: 385
y: 101
width: 35
height: 83

Frame: 1682
x: 391
y: 102
width: 35
height: 83

Frame: 1683
x: 393
y: 103
width: 35
height: 83

Frame: 1684
x: 395
y: 103
width: 35
height: 83

Frame: 1685
x: 395
y: 99
width: 41
height: 89

Frame: 1686
x: 395
y: 99
width: 42
height: 102

Frame: 1687
x: 401
y: 99
width: 42
height: 102

Frame: 1688
x: 403
y: 99
width: 42
height: 102

Frame: 1689
x: 404
y: 98
width: 42
height: 102

Frame: 1690
x: 409
y: 98
width: 42
height: 102

Frame: 1691
x: 414
y: 99
width: 42
height: 102

Frame: 1692
x: 421
y: 99
width: 42
height: 102

Frame: 1693
x: 423
y: 99
width: 42
height: 102

Frame: 1694
x: 426
y: 98
width: 42
height: 102

Frame: 1695
x: 431
y: 98
width: 42
height: 102

Frame: 1696
x: 434
y: 99
width: 42
height: 102

Frame: 1697
x: 442
y: 100
width: 37
height: 102

Frame: 1698
x: 449
y: 100
width: 30
height: 102

Frame: 1699
x: 451
y: 100
width: 28
height: 102

Object Number #106
Region Description:
Region 106
Start Frame:1658
End Frame:1732
Region Descriptors (0):
Region frames data
Frame: 1658
x: 316
y: 93
width: 24
height: 67

Frame: 1659
x: 319
y: 94
width: 24
height: 67

Frames: 1660 to 1664
x: 320
y: 94
width: 24
height: 67

Frames: 1665 to 1667
x: 323
y: 95
width: 24
height: 67

Frame: 1668
x: 324
y: 96
width: 24
height: 67

Frame: 1669
x: 325
y: 96
width: 24
height: 67

Frame: 1670
x: 326
y: 96
width: 24
height: 67

Frame: 1671
x: 329
y: 96
width: 24
height: 67

Frame: 1672
x: 327
y: 90
width: 26
height: 70

Frame: 1673
x: 329
y: 90
width: 26
height: 70

Frames: 1674 to 1676
x: 331
y: 91
width: 26
height: 70

Frame: 1677
x: 334
y: 92
width: 26
height: 70

Frame: 1678
x: 335
y: 94
width: 26
height: 70

Frame: 1679
x: 336
y: 94
width: 26
height: 70

Frame: 1680
x: 336
y: 92
width: 26
height: 70

Frame: 1681
x: 338
y: 92
width: 26
height: 70

Frame: 1682
x: 340
y: 93
width: 26
height: 70

Frame: 1683
x: 342
y: 94
width: 26
height: 70

Frame: 1684
x: 343
y: 94
width: 26
height: 70

Frame: 1685
x: 344
y: 95
width: 26
height: 70

Frames: 1686 to 1687
x: 346
y: 88
width: 28
height: 77

Frame: 1688
x: 347
y: 88
width: 28
height: 77

Frame: 1689
x: 349
y: 88
width: 28
height: 77

Frame: 1690
x: 353
y: 90
width: 28
height: 77

Frame: 1691
x: 354
y: 91
width: 28
height: 77

Frame: 1692
x: 358
y: 92
width: 28
height: 77

Frame: 1693
x: 361
y: 92
width: 28
height: 77

Frame: 1694
x: 364
y: 92
width: 28
height: 77

Frame: 1695
x: 364
y: 92
width: 30
height: 84

Frame: 1696
x: 369
y: 92
width: 30
height: 84

Frame: 1697
x: 370
y: 92
width: 30
height: 84

Frame: 1698
x: 372
y: 92
width: 30
height: 84

Frame: 1699
x: 375
y: 92
width: 30
height: 84

Frame: 1700
x: 379
y: 93
width: 30
height: 84

Frame: 1701
x: 381
y: 95
width: 30
height: 84

Frame: 1702
x: 384
y: 95
width: 30
height: 84

Frame: 1703
x: 382
y: 90
width: 33
height: 89

Frame: 1704
x: 382
y: 91
width: 33
height: 89

Frame: 1705
x: 386
y: 92
width: 33
height: 89

Frame: 1706
x: 390
y: 92
width: 33
height: 89

Frame: 1707
x: 390
y: 91
width: 38
height: 95

Frame: 1708
x: 391
y: 91
width: 38
height: 95

Frame: 1709
x: 395
y: 91
width: 38
height: 95

Frame: 1710
x: 396
y: 91
width: 38
height: 95

Frame: 1711
x: 399
y: 93
width: 38
height: 95

Frames: 1712 to 1713
x: 400
y: 93
width: 38
height: 95

Frame: 1714
x: 403
y: 93
width: 38
height: 95

Frame: 1715
x: 404
y: 87
width: 41
height: 101

Frame: 1716
x: 408
y: 89
width: 41
height: 101

Frame: 1717
x: 411
y: 90
width: 41
height: 101

Frame: 1718
x: 413
y: 91
width: 42
height: 109

Frame: 1719
x: 415
y: 91
width: 42
height: 109

Frame: 1720
x: 417
y: 91
width: 42
height: 109

Frames: 1721 to 1722
x: 420
y: 91
width: 42
height: 109

Frame: 1723
x: 420
y: 87
width: 48
height: 116

Frame: 1724
x: 420
y: 86
width: 48
height: 116

Frame: 1725
x: 423
y: 87
width: 48
height: 116

Frame: 1726
x: 426
y: 88
width: 48
height: 116

Frame: 1727
x: 429
y: 90
width: 48
height: 116

Frame: 1728
x: 437
y: 91
width: 45
height: 116

Frame: 1729
x: 442
y: 91
width: 40
height: 116

Frame: 1730
x: 447
y: 91
width: 35
height: 116

Frame: 1731
x: 450
y: 91
width: 32
height: 116

Frame: 1732
x: 453
y: 91
width: 29
height: 116

Object Number #107
Region Description:
Region 107
Start Frame:1666
End Frame:1717
Region Descriptors (0):
Region frames data
Frame: 1666
x: 286
y: 100
width: 26
height: 64

Frame: 1667
x: 291
y: 102
width: 26
height: 64

Frame: 1668
x: 292
y: 103
width: 26
height: 64

Frame: 1669
x: 293
y: 103
width: 26
height: 64

Frame: 1670
x: 294
y: 103
width: 26
height: 64

Frames: 1671 to 1672
x: 295
y: 102
width: 26
height: 64

Frame: 1673
x: 295
y: 102
width: 29
height: 70

Frame: 1674
x: 297
y: 102
width: 29
height: 70

Frames: 1675 to 1677
x: 300
y: 104
width: 29
height: 70

Frame: 1678
x: 303
y: 104
width: 29
height: 70

Frames: 1679 to 1680
x: 303
y: 104
width: 33
height: 73

Frame: 1681
x: 306
y: 105
width: 33
height: 73

Frame: 1682
x: 310
y: 106
width: 33
height: 73

Frame: 1683
x: 316
y: 106
width: 33
height: 73

Frames: 1684 to 1685
x: 317
y: 105
width: 33
height: 79

Frame: 1686
x: 322
y: 105
width: 33
height: 79

Frame: 1687
x: 326
y: 105
width: 33
height: 79

Frame: 1688
x: 331
y: 105
width: 33
height: 79

Frame: 1689
x: 332
y: 105
width: 33
height: 79

Frame: 1690
x: 332
y: 105
width: 34
height: 85

Frame: 1691
x: 334
y: 105
width: 34
height: 85

Frame: 1692
x: 335
y: 105
width: 34
height: 85

Frame: 1693
x: 338
y: 105
width: 34
height: 85

Frame: 1694
x: 345
y: 105
width: 34
height: 85

Frame: 1695
x: 348
y: 105
width: 38
height: 91

Frame: 1696
x: 351
y: 105
width: 38
height: 91

Frame: 1697
x: 354
y: 106
width: 38
height: 91

Frame: 1698
x: 359
y: 106
width: 38
height: 91

Frame: 1699
x: 362
y: 106
width: 38
height: 97

Frame: 1700
x: 366
y: 107
width: 38
height: 97

Frame: 1701
x: 368
y: 108
width: 38
height: 97

Frame: 1702
x: 371
y: 108
width: 38
height: 97

Frame: 1703
x: 374
y: 108
width: 40
height: 100

Frame: 1704
x: 379
y: 109
width: 40
height: 100

Frame: 1705
x: 381
y: 110
width: 40
height: 100

Frame: 1706
x: 385
y: 110
width: 40
height: 100

Frame: 1707
x: 387
y: 110
width: 47
height: 108

Frame: 1708
x: 393
y: 110
width: 47
height: 108

Frame: 1709
x: 398
y: 112
width: 47
height: 108

Frame: 1710
x: 403
y: 112
width: 50
height: 113

Frame: 1711
x: 411
y: 112
width: 50
height: 113

Frame: 1712
x: 415
y: 112
width: 50
height: 113

Frame: 1713
x: 417
y: 112
width: 50
height: 113

Frame: 1714
x: 421
y: 112
width: 50
height: 113

Frame: 1715
x: 438
y: 112
width: 43
height: 113

Frame: 1716
x: 446
y: 112
width: 35
height: 113

Frame: 1717
x: 454
y: 112
width: 27
height: 113

Object Number #108
Region Description:
Region 108
Start Frame:1686
End Frame:1754
Region Descriptors (0):
Region frames data
Frames: 1686 to 1688
x: 315
y: 92
width: 22
height: 63

Frame: 1689
x: 316
y: 92
width: 22
height: 63

Frame: 1690
x: 317
y: 92
width: 22
height: 63

Frame: 1691
x: 318
y: 92
width: 22
height: 63

Frame: 1692
x: 319
y: 93
width: 22
height: 63

Frame: 1693
x: 320
y: 93
width: 22
height: 63

Frame: 1694
x: 321
y: 93
width: 22
height: 63

Frame: 1695
x: 324
y: 93
width: 22
height: 63

Frames: 1696 to 1697
x: 326
y: 93
width: 22
height: 63

Frame: 1698
x: 329
y: 95
width: 22
height: 63

Frame: 1699
x: 332
y: 96
width: 22
height: 63

Frame: 1700
x: 333
y: 96
width: 22
height: 63

Frame: 1701
x: 335
y: 96
width: 22
height: 63

Frame: 1702
x: 336
y: 96
width: 22
height: 63

Frames: 1703 to 1704
x: 337
y: 97
width: 22
height: 63

Frame: 1705
x: 339
y: 97
width: 22
height: 63

Frame: 1706
x: 340
y: 94
width: 26
height: 72

Frame: 1707
x: 340
y: 93
width: 26
height: 72

Frame: 1708
x: 341
y: 93
width: 26
height: 72

Frame: 1709
x: 344
y: 93
width: 26
height: 72

Frame: 1710
x: 346
y: 93
width: 26
height: 72

Frame: 1711
x: 349
y: 93
width: 26
height: 72

Frame: 1712
x: 351
y: 93
width: 26
height: 72

Frame: 1713
x: 352
y: 93
width: 26
height: 72

Frame: 1714
x: 353
y: 93
width: 26
height: 72

Frame: 1715
x: 355
y: 95
width: 26
height: 72

Frame: 1716
x: 356
y: 95
width: 26
height: 72

Frame: 1717
x: 361
y: 95
width: 26
height: 72

Frame: 1718
x: 363
y: 95
width: 29
height: 79

Frame: 1719
x: 365
y: 95
width: 29
height: 79

Frame: 1720
x: 368
y: 95
width: 29
height: 79

Frame: 1721
x: 370
y: 96
width: 29
height: 79

Frame: 1722
x: 371
y: 97
width: 29
height: 79

Frame: 1723
x: 373
y: 97
width: 29
height: 79

Frames: 1724 to 1725
x: 376
y: 91
width: 31
height: 86

Frame: 1726
x: 380
y: 94
width: 31
height: 86

Frame: 1727
x: 381
y: 94
width: 31
height: 86

Frame: 1728
x: 383
y: 96
width: 33
height: 93

Frame: 1729
x: 386
y: 96
width: 33
height: 93

Frames: 1730 to 1731
x: 388
y: 96
width: 33
height: 93

Frame: 1732
x: 392
y: 97
width: 33
height: 93

Frames: 1733 to 1734
x: 390
y: 96
width: 38
height: 99

Frame: 1735
x: 394
y: 96
width: 38
height: 99

Frame: 1736
x: 396
y: 96
width: 38
height: 99

Frame: 1737
x: 399
y: 96
width: 38
height: 99

Frame: 1738
x: 401
y: 96
width: 38
height: 99

Frame: 1739
x: 407
y: 96
width: 38
height: 99

Frame: 1740
x: 409
y: 92
width: 42
height: 106

Frame: 1741
x: 414
y: 92
width: 42
height: 106

Frame: 1742
x: 416
y: 93
width: 42
height: 106

Frame: 1743
x: 418
y: 96
width: 42
height: 106

Frame: 1744
x: 420
y: 97
width: 42
height: 106

Frames: 1745 to 1746
x: 422
y: 97
width: 42
height: 106

Frame: 1747
x: 425
y: 97
width: 42
height: 106

Frame: 1748
x: 426
y: 97
width: 42
height: 106

Frame: 1749
x: 427
y: 97
width: 46
height: 114

Frame: 1750
x: 429
y: 97
width: 46
height: 114

Frame: 1751
x: 432
y: 97
width: 46
height: 114

Frame: 1752
x: 438
y: 97
width: 43
height: 114

Frame: 1753
x: 448
y: 97
width: 33
height: 114

Frame: 1754
x: 453
y: 97
width: 28
height: 114

Object Number #109
Region Description:
Region 109
Start Frame:1696
End Frame:1767
Region Descriptors (0):
Region frames data
Frame: 1696
x: 310
y: 93
width: 19
height: 52

Frame: 1697
x: 311
y: 93
width: 19
height: 52

Frame: 1698
x: 314
y: 93
width: 19
height: 52

Frames: 1699 to 1701
x: 315
y: 93
width: 19
height: 52

Frame: 1702
x: 316
y: 94
width: 19
height: 52

Frame: 1703
x: 317
y: 95
width: 19
height: 52

Frame: 1704
x: 317
y: 95
width: 19
height: 54

Frames: 1705 to 1706
x: 320
y: 95
width: 19
height: 54

Frame: 1707
x: 323
y: 96
width: 19
height: 54

Frame: 1708
x: 324
y: 96
width: 19
height: 54

Frame: 1709
x: 326
y: 96
width: 19
height: 54

Frame: 1710
x: 328
y: 96
width: 19
height: 54

Frame: 1711
x: 331
y: 97
width: 19
height: 54

Frames: 1712 to 1713
x: 332
y: 97
width: 19
height: 54

Frames: 1714 to 1715
x: 332
y: 96
width: 24
height: 60

Frame: 1716
x: 336
y: 97
width: 24
height: 60

Frame: 1717
x: 338
y: 98
width: 24
height: 60

Frame: 1718
x: 339
y: 98
width: 24
height: 60

Frame: 1719
x: 340
y: 98
width: 24
height: 60

Frame: 1720
x: 341
y: 98
width: 24
height: 60

Frame: 1721
x: 341
y: 95
width: 25
height: 66

Frame: 1722
x: 342
y: 95
width: 25
height: 66

Frame: 1723
x: 345
y: 96
width: 25
height: 66

Frame: 1724
x: 347
y: 97
width: 25
height: 66

Frame: 1725
x: 349
y: 97
width: 25
height: 66

Frames: 1726 to 1727
x: 351
y: 97
width: 25
height: 66

Frame: 1728
x: 352
y: 97
width: 25
height: 66

Frame: 1729
x: 353
y: 97
width: 25
height: 66

Frame: 1730
x: 355
y: 97
width: 25
height: 66

Frame: 1731
x: 357
y: 97
width: 25
height: 66

Frame: 1732
x: 360
y: 98
width: 25
height: 66

Frame: 1733
x: 361
y: 98
width: 25
height: 66

Frames: 1734 to 1735
x: 365
y: 96
width: 26
height: 71

Frame: 1736
x: 367
y: 97
width: 26
height: 71

Frame: 1737
x: 370
y: 97
width: 26
height: 71

Frame: 1738
x: 373
y: 97
width: 26
height: 71

Frame: 1739
x: 373
y: 97
width: 28
height: 75

Frame: 1740
x: 374
y: 97
width: 28
height: 75

Frame: 1741
x: 378
y: 98
width: 28
height: 75

Frame: 1742
x: 381
y: 98
width: 28
height: 75

Frame: 1743
x: 384
y: 98
width: 28
height: 75

Frame: 1744
x: 386
y: 94
width: 28
height: 75

Frame: 1745
x: 387
y: 95
width: 28
height: 75

Frame: 1746
x: 388
y: 96
width: 28
height: 75

Frame: 1747
x: 390
y: 97
width: 28
height: 75

Frame: 1748
x: 392
y: 97
width: 28
height: 75

Frame: 1749
x: 394
y: 97
width: 28
height: 75

Frame: 1750
x: 393
y: 97
width: 36
height: 88

Frame: 1751
x: 395
y: 97
width: 36
height: 88

Frame: 1752
x: 399
y: 97
width: 36
height: 88

Frame: 1753
x: 401
y: 97
width: 36
height: 88

Frame: 1754
x: 403
y: 99
width: 36
height: 88

Frame: 1755
x: 407
y: 101
width: 36
height: 88

Frame: 1756
x: 409
y: 101
width: 36
height: 88

Frame: 1757
x: 411
y: 101
width: 40
height: 97

Frame: 1758
x: 415
y: 101
width: 40
height: 97

Frame: 1759
x: 418
y: 101
width: 40
height: 97

Frame: 1760
x: 423
y: 102
width: 40
height: 97

Frame: 1761
x: 427
y: 102
width: 40
height: 97

Frame: 1762
x: 431
y: 102
width: 40
height: 97

Frame: 1763
x: 434
y: 100
width: 40
height: 97

Frame: 1764
x: 436
y: 100
width: 41
height: 102

Frame: 1765
x: 445
y: 100
width: 36
height: 102

Frame: 1766
x: 450
y: 100
width: 31
height: 102

Frame: 1767
x: 451
y: 100
width: 30
height: 102

Object Number #110
Region Description:
Region 110
Start Frame:1692
End Frame:1758
Region Descriptors (0):
Region frames data
Frame: 1692
x: 297
y: 93
width: 19
height: 64

Frame: 1693
x: 299
y: 93
width: 19
height: 64

Frame: 1694
x: 300
y: 93
width: 19
height: 64

Frame: 1695
x: 301
y: 93
width: 19
height: 64

Frame: 1696
x: 303
y: 93
width: 19
height: 64

Frame: 1697
x: 304
y: 93
width: 19
height: 64

Frame: 1698
x: 305
y: 93
width: 19
height: 64

Frames: 1699 to 1702
x: 305
y: 93
width: 21
height: 66

Frames: 1703 to 1706
x: 308
y: 93
width: 21
height: 66

Frame: 1707
x: 309
y: 93
width: 21
height: 66

Frame: 1708
x: 309
y: 94
width: 21
height: 66

Frame: 1709
x: 310
y: 94
width: 21
height: 66

Frame: 1710
x: 310
y: 94
width: 24
height: 71

Frame: 1711
x: 310
y: 94
width: 25
height: 73

Frame: 1712
x: 310
y: 94
width: 26
height: 74

Frame: 1713
x: 313
y: 94
width: 26
height: 74

Frame: 1714
x: 317
y: 94
width: 26
height: 74

Frame: 1715
x: 320
y: 96
width: 26
height: 74

Frame: 1716
x: 322
y: 97
width: 26
height: 74

Frames: 1717 to 1719
x: 324
y: 98
width: 26
height: 74

Frame: 1720
x: 326
y: 99
width: 26
height: 74

Frame: 1721
x: 328
y: 101
width: 26
height: 74

Frame: 1722
x: 327
y: 92
width: 29
height: 83

Frames: 1723 to 1724
x: 332
y: 93
width: 29
height: 83

Frame: 1725
x: 333
y: 94
width: 29
height: 83

Frame: 1726
x: 335
y: 95
width: 29
height: 83

Frame: 1727
x: 338
y: 96
width: 29
height: 83

Frame: 1728
x: 338
y: 96
width: 30
height: 92

Frame: 1729
x: 340
y: 97
width: 30
height: 92

Frame: 1730
x: 342
y: 97
width: 30
height: 92

Frames: 1731 to 1732
x: 343
y: 97
width: 30
height: 92

Frame: 1733
x: 344
y: 97
width: 34
height: 100

Frame: 1734
x: 346
y: 97
width: 34
height: 100

Frame: 1735
x: 348
y: 97
width: 34
height: 100

Frame: 1736
x: 352
y: 97
width: 34
height: 100

Frame: 1737
x: 355
y: 97
width: 34
height: 100

Frame: 1738
x: 357
y: 97
width: 34
height: 100

Frame: 1739
x: 358
y: 96
width: 35
height: 112

Frame: 1740
x: 362
y: 96
width: 35
height: 112

Frame: 1741
x: 367
y: 96
width: 35
height: 112

Frame: 1742
x: 372
y: 96
width: 35
height: 112

Frame: 1743
x: 375
y: 96
width: 35
height: 112

Frame: 1744
x: 376
y: 96
width: 35
height: 112

Frame: 1745
x: 378
y: 96
width: 35
height: 112

Frame: 1746
x: 381
y: 98
width: 35
height: 112

Frame: 1747
x: 383
y: 99
width: 35
height: 112

Frame: 1748
x: 390
y: 99
width: 42
height: 124

Frame: 1749
x: 395
y: 99
width: 42
height: 124

Frame: 1750
x: 400
y: 98
width: 42
height: 124

Frame: 1751
x: 405
y: 97
width: 42
height: 124

Frame: 1752
x: 408
y: 97
width: 42
height: 124

Frame: 1753
x: 410
y: 96
width: 44
height: 133

Frame: 1754
x: 420
y: 97
width: 44
height: 133

Frame: 1755
x: 425
y: 97
width: 44
height: 133

Frame: 1756
x: 428
y: 97
width: 44
height: 133

Frame: 1757
x: 445
y: 97
width: 37
height: 140

Frame: 1758
x: 453
y: 97
width: 28
height: 133

Object Number #111
Region Description:
Region 111
Start Frame:1733
End Frame:1768
Region Descriptors (0):
Region frames data
Frame: 1733
x: 328
y: 100
width: 21
height: 57

Frame: 1734
x: 331
y: 100
width: 21
height: 57

Frame: 1735
x: 334
y: 100
width: 21
height: 57

Frame: 1736
x: 338
y: 100
width: 21
height: 57

Frame: 1737
x: 340
y: 100
width: 21
height: 57

Frame: 1738
x: 342
y: 100
width: 21
height: 57

Frame: 1739
x: 346
y: 100
width: 21
height: 57

Frame: 1740
x: 349
y: 100
width: 21
height: 57

Frame: 1741
x: 351
y: 100
width: 21
height: 57

Frame: 1742
x: 356
y: 101
width: 21
height: 57

Frame: 1743
x: 359
y: 101
width: 21
height: 57

Frame: 1744
x: 362
y: 100
width: 21
height: 57

Frame: 1745
x: 368
y: 99
width: 21
height: 57

Frame: 1746
x: 371
y: 99
width: 21
height: 57

Frame: 1747
x: 374
y: 99
width: 21
height: 57

Frame: 1748
x: 380
y: 99
width: 21
height: 57

Frames: 1749 to 1750
x: 382
y: 99
width: 21
height: 57

Frame: 1751
x: 386
y: 99
width: 21
height: 57

Frame: 1752
x: 390
y: 98
width: 21
height: 57

Frame: 1753
x: 394
y: 97
width: 21
height: 57

Frame: 1754
x: 396
y: 97
width: 21
height: 57

Frame: 1755
x: 398
y: 97
width: 21
height: 57

Frame: 1756
x: 403
y: 97
width: 21
height: 57

Frame: 1757
x: 414
y: 97
width: 21
height: 57

Frame: 1758
x: 421
y: 97
width: 21
height: 57

Frame: 1759
x: 427
y: 97
width: 21
height: 57

Frame: 1760
x: 431
y: 97
width: 21
height: 57

Frame: 1761
x: 436
y: 97
width: 21
height: 57

Frame: 1762
x: 442
y: 97
width: 21
height: 57

Frame: 1763
x: 447
y: 97
width: 21
height: 57

Frame: 1764
x: 450
y: 97
width: 21
height: 57

Frame: 1765
x: 453
y: 97
width: 21
height: 57

Frame: 1766
x: 456
y: 97
width: 21
height: 57

Frame: 1767
x: 459
y: 97
width: 21
height: 57

Frame: 1768
x: 462
y: 97
width: 18
height: 57

Object Number #112
Region Description:
Region 112
Start Frame:1714
End Frame:1790
Region Descriptors (0):
Region frames data
Frame: 1714
x: 305
y: 90
width: 20
height: 64

Frames: 1715 to 1718
x: 308
y: 91
width: 20
height: 64

Frames: 1719 to 1720
x: 312
y: 92
width: 20
height: 64

Frames: 1721 to 1725
x: 314
y: 92
width: 20
height: 64

Frames: 1726 to 1728
x: 316
y: 92
width: 20
height: 64

Frame: 1729
x: 318
y: 92
width: 20
height: 64

Frame: 1730
x: 319
y: 92
width: 20
height: 64

Frame: 1731
x: 320
y: 92
width: 20
height: 64

Frame: 1732
x: 320
y: 93
width: 23
height: 72

Frames: 1733 to 1736
x: 320
y: 95
width: 23
height: 72

Frame: 1737
x: 320
y: 92
width: 23
height: 72

Frame: 1738
x: 320
y: 92
width: 24
height: 79

Frame: 1739
x: 322
y: 92
width: 24
height: 79

Frame: 1740
x: 324
y: 92
width: 24
height: 79

Frame: 1741
x: 326
y: 92
width: 24
height: 79

Frame: 1742
x: 328
y: 93
width: 24
height: 79

Frame: 1743
x: 329
y: 94
width: 24
height: 79

Frame: 1744
x: 332
y: 94
width: 24
height: 79

Frame: 1745
x: 332
y: 94
width: 26
height: 82

Frame: 1746
x: 336
y: 94
width: 26
height: 82

Frame: 1747
x: 337
y: 94
width: 26
height: 82

Frame: 1748
x: 339
y: 94
width: 26
height: 82

Frame: 1749
x: 343
y: 94
width: 26
height: 82

Frame: 1750
x: 345
y: 94
width: 26
height: 82

Frame: 1751
x: 346
y: 94
width: 26
height: 82

Frame: 1752
x: 347
y: 94
width: 26
height: 82

Frame: 1753
x: 348
y: 94
width: 26
height: 82

Frame: 1754
x: 349
y: 94
width: 26
height: 82

Frames: 1755 to 1756
x: 350
y: 95
width: 29
height: 90

Frame: 1757
x: 353
y: 95
width: 32
height: 99

Frame: 1758
x: 358
y: 96
width: 32
height: 99

Frames: 1759 to 1760
x: 359
y: 96
width: 32
height: 99

Frame: 1761
x: 363
y: 95
width: 32
height: 99

Frames: 1762 to 1763
x: 364
y: 94
width: 32
height: 99

Frame: 1764
x: 366
y: 94
width: 32
height: 99

Frame: 1765
x: 365
y: 94
width: 32
height: 99

Frame: 1766
x: 368
y: 94
width: 32
height: 99

Frame: 1767
x: 371
y: 93
width: 35
height: 107

Frame: 1768
x: 375
y: 93
width: 35
height: 107

Frame: 1769
x: 379
y: 94
width: 35
height: 107

